chr	start	end	strand	Gene_symbol
chr19	50361727	50361981	-	PTOV1-AS2
chr19	50370379	50370993	-	PNKP
chr19	50379396	50381565	+	TBC1D17
chr19	50391456	50391961	+	MIR4750
chr19	50432354	50433138	+	ATF5
chr19	50528176	50529486	+	ZNF473
chr19	50554012	50554492	+	FLJ26850
chr19	50666147	50666514	-	IZUMO2
chr19	50706482	50707196	+	MYH14
chr19	50831454	50832070	-	KCNC3
chr19	50836390	50837447	-	KCNC3
chr19	50879606	50880094	+	NR1H2
chr19	50887181	50887933	+	POLD1
chr19	50934904	50935677	+	MYBPC2
chr19	50979429	50980208	+	EMC10
chr19	51014318	51014873	-	JOSD2
chr19	51107425	51107742	+	SNAR-F
chr19	51142284	51142986	-	SYT3
chr19	51220054	51220298	-	SHANK1
chr19	51307439	51308380	-	C19orf48
chr19	51321267	51321781	+	MGC45922
chr19	51505914	51506363	-	KLK8
chr19	51522004	51522803	-	KLK10
chr19	51568154	51568412	-	KLK13
chr19	51611423	51612176	-	CTU1
chr19	51684713	51685248	-	LOC101928517
chr19	51815157	51815458	+	IGLON5
chr19	51869400	51871587	-	CLDND2
chr19	52074311	52074536	+	ZNF175
chr19	52097252	52098000	-	LINC01530
chr19	52390841	52391368	+	ZNF649-AS1
chr19	52452316	52452543	+	ZNF350-AS1
chr19	52511228	52511582	-	ZNF615
chr19	52531323	52531724	-	ZNF614
chr19	52551831	52552214	-	ZNF432
chr19	52598480	52599238	-	ZNF841
chr19	52642613	52642841	-	ZNF616
chr19	52674327	52674855	-	ZNF836
chr19	52692820	52693832	+	PPP2R1A
chr19	52772706	52773257	+	ZNF766
chr19	52800399	52800871	+	ZNF480
chr19	52839444	52839937	+	ZNF610
chr19	52873084	52873572	+	ZNF880
chr19	52900955	52901158	+	ZNF528
chr19	52956656	52957245	+	ZNF578
chr19	53030824	53031359	+	ZNF808
chr19	53073308	53074039	+	ZNF701
chr19	53141175	53141813	-	ZNF83
chr19	53193139	53193945	-	ZNF83
chr19	53237861	53238499	-	ZNF611
chr19	53289642	53290212	-	ZNF600
chr19	53360201	53360460	-	ZNF468
chr19	53445344	53445933	-	ZNF321P
chr19	53465730	53466323	-	ZNF816
chr19	53496732	53497028	-	ZNF702P
chr19	53606059	53606784	-	ZNF160
chr19	53635625	53636230	-	ZNF415
chr19	53661430	53661848	-	ZNF347
chr19	53696029	53696650	-	ZNF665
chr19	53757819	53758148	-	ZNF677
chr19	53794411	53794732	-	BIRC8
chr19	53836795	53837495	+	ZNF845
chr19	53868810	53869485	+	ZNF525
chr19	53898268	53898919	+	ZNF765
chr19	53935089	53935291	+	TPM3P9
chr19	53970802	53971473	+	ZNF813
chr19	54023868	54024560	+	ZNF331
chr19	54040812	54041857	+	ZNF331
chr19	54057414	54058254	+	ZNF331
chr19	54369387	54369809	+	MYADM
chr19	54371854	54372990	+	MYADM
chr19	54385315	54385604	+	PRKCG
chr19	54466357	54466725	+	CACNG8
chr19	54485303	54486322	+	MIR935
chr19	54494608	54494816	+	CACNG6
chr19	54605985	54606590	+	NDUFA3
chr19	54618652	54619167	+	PRPF31
chr19	54641071	54642325	+	CNOT3
chr19	54663103	54663909	-	LENG1
chr19	54693034	54695497	+	TSEN34
chr19	54704584	54705204	+	RPS9
chr19	54960191	54960948	+	LENG8
chr19	54974175	54976819	-	LENG9
chr19	55574138	55574734	-	RDH13
chr19	55591433	55591644	+	EPS8L1
chr19	55628488	55629105	-	PPP1R12C
chr19	55667532	55668465	-	TNNI3
chr19	55677520	55678216	-	DNAAF3
chr19	55690182	55691623	-	SYT5
chr19	55769269	55770875	-	PPP6R1
chr19	55790848	55791105	-	HSPBP1
chr19	55795470	55795820	+	BRSK1
chr19	55850495	55851493	+	KMT5C
chr19	55865016	55865434	-	COX6B2
chr19	55873636	55873993	-	FAM71E2
chr19	55880577	55880922	-	IL11
chr19	55889005	55889476	+	TMEM190
chr19	55895262	55898164	+	RPL28
chr19	55918699	55919816	-	UBE2S
chr19	55953371	55954641	-	SHISA7
chr19	55972697	55973442	-	ISOC2
chr19	55987544	55988171	+	ZNF628
chr19	55992577	55996916	+	NAT14
chr19	56000722	56001026	+	SSC5D
chr19	56047403	56047668	-	SBK2
chr19	56111498	56112063	+	ZNF524
chr19	56125349	56128167	+	ZNF865
chr19	56135773	56136007	-	ZNF784
chr19	56151516	56152792	+	ZNF580
chr19	56154041	56154405	+	ZNF581
chr19	56159257	56159937	+	CCDC106
chr19	56163662	56167257	+	U2AF2
chr19	56186108	56186884	+	EPN1
chr19	56631771	56633076	-	ZNF787
chr19	56652191	56652684	+	ZNF444
chr19	56739524	56739792	-	ZSCAN5A
chr19	56879417	56879995	+	ZNF542P
chr19	56904636	56905355	+	ZNF582-AS1
chr19	56915356	56915856	+	ZNF583
chr19	56988313	56989741	+	ZNF667-AS1
chr19	57018743	57019506	+	ZNF471
chr19	57049675	57050646	+	ZFP28
chr19	57078365	57079301	+	ZNF470
chr19	57106575	57106896	+	ZNF71
chr19	57154197	57155015	+	SMIM17
chr19	57182887	57183375	-	ZNF835
chr19	57276614	57276942	+	ZIM2-AS1
chr19	57351283	57351995	+	MIMT1
chr19	57630339	57630633	+	USP29
chr19	57702696	57703425	+	ZNF264
chr19	57741955	57742457	+	AURKC
chr19	57751888	57752286	+	ZNF805
chr19	57791462	57792223	+	ZNF460
chr19	57831599	57832250	+	ZNF543
chr19	57862441	57863236	+	ZNF304
chr19	57874763	57875110	+	ZNF547
chr19	57901091	57901517	+	ZNF548
chr19	57922440	57923066	+	ZNF17
chr19	57946494	57947191	+	ZNF749
chr19	57999025	57999613	+	ZNF419
chr19	58011124	58011743	+	ZNF773
chr19	58038572	58039208	+	ZNF549
chr19	58070553	58071273	-	ZNF550
chr19	58089801	58090524	-	ZNF416
chr19	58094739	58095764	+	ZIK1
chr19	58111229	58111770	+	ZNF530
chr19	58125530	58125902	+	ZNF134
chr19	58144339	58144999	+	ZNF211
chr19	58193268	58193638	+	ZNF551
chr19	58220189	58220517	-	ZNF154
chr19	58238585	58239028	-	ZNF671
chr19	58258088	58258619	+	ZNF776
chr19	58280926	58281486	+	ZNF586
chr19	58325855	58326330	-	ZNF552
chr19	58361139	58361560	+	ZNF587
chr19	58399945	58400276	-	ZNF814
chr19	58427621	58428054	-	ZNF417
chr19	58446336	58446800	-	ZNF418
chr19	58458686	58459219	-	ZNF256
chr19	58513455	58514498	+	LOC100128398
chr19	58545115	58545897	+	ZSCAN1
chr19	58570393	58571779	+	ZNF135
chr19	58609338	58609988	-	ZSCAN18
chr19	58629309	58630241	-	ZSCAN18
chr19	58661737	58662287	-	ZNF329
chr19	58694501	58695107	+	ZNF274
chr19	58739943	58740554	+	ZNF544
chr19	58789914	58790972	+	ZNF8
chr19	58838198	58838639	+	ZSCAN22
chr19	58861341	58862406	+	A1BG-AS1
chr19	58873264	58874535	-	ZNF497
chr19	58891834	58892641	-	ZNF837
chr19	58897721	58898878	+	RPS5
chr19	58907453	58908422	+	RNF225
chr19	58919548	58920529	+	ZNF584
chr19	58951214	58952250	-	ZNF132
chr19	58962740	58963343	+	ZNF324B
chr19	58978209	58978958	+	ZNF324
chr19	58986853	58988049	+	ZNF446
chr19	59030657	59031426	-	ZBTB45
chr19	59049778	59050304	-	ZBTB45
chr19	59055376	59056482	+	TRIM28
chr19	59066151	59066662	-	CHMP2A
chr19	59070085	59071100	+	MZF1-AS1
chr19	59084201	59085059	-	MZF1
chr19	59086697	59087299	+	CENPBD1P1
chr1_gl000192_random	467497	468256	-	CH17-408M7.1
chr2	45510	46559	-	FAM110C
chr2	263400	265238	+	ACP1
chr2	287353	290099	-	FAM150B
chr2	676651	677678	-	TMEM18
chr2	863930	865091	-	LINC01115
chr2	945686	946774	+	SNTG2
chr2	1746833	1748971	-	PXDN
chr2	3381344	3381912	-	TSSC1
chr2	3383350	3383976	+	TRAPPC12
chr2	3522270	3523617	-	ADI1
chr2	3605489	3606332	+	RNASEH1-AS1
chr2	3622654	3623704	+	RPS7
chr2	3642547	3642751	+	COLEC11
chr2	3750828	3751927	+	DCDC2C
chr2	5831187	5831413	-	LINC01248
chr2	5832041	5834208	+	SOX11
chr2	7005163	7006340	-	CMPK2
chr2	7057530	7058433	+	RNF144A
chr2	8723855	8724093	-	LOC101929567
chr2	8821990	8822739	+	ID2
chr2	8977373	8977789	-	KIDINS220
chr2	9143127	9144630	-	MBOAT2
chr2	9346383	9347944	+	ASAP2
chr2	9563126	9564282	+	CPSF3
chr2	9614194	9615235	+	IAH1
chr2	9695522	9696606	-	ADAM17
chr2	9770189	9771562	-	YWHAQ
chr2	9983263	9983901	+	TAF1B
chr2	10090907	10092456	+	GRHL1
chr2	10182635	10184702	+	KLF11
chr2	10219802	10221016	-	CYS1
chr2	10262173	10263481	+	RRM2
chr2	10442308	10444509	+	HPCAL1
chr2	10587827	10589155	+	LOC101929715
chr2	10829724	10830241	-	NOL10
chr2	10861206	10862382	+	ATP6V1C2
chr2	10952402	10953384	-	PDIA6
chr2	11051858	11053476	+	KCNF1
chr2	11295559	11296006	+	PQLC3
chr2	11483959	11485553	-	ROCK2
chr2	11605743	11606385	-	E2F6
chr2	11809606	11810433	-	NTSR2
chr2	11886249	11887207	+	LPIN1
chr2	12856625	12859019	+	TRIB2
chr2	14772377	14775809	+	FAM84A
chr2	15701139	15701517	-	NBAS
chr2	15731792	15732494	+	DDX1
chr2	16079801	16083032	+	MYCN
chr2	17721537	17722021	+	VSNL1
chr2	17934555	17935902	+	GEN1
chr2	18059038	18059245	+	KCNS3
chr2	18741356	18741964	-	RDH14
chr2	19547482	19548292	+	MIR4757
chr2	19555789	19558403	-	OSR1
chr2	20068428	20068907	+	LINC00954
chr2	20101004	20102067	-	TTC32
chr2	20189588	20190229	+	LOC101928222
chr2	20212067	20212783	-	MATN3
chr2	20251040	20251864	-	LAPTM4A
chr2	20423088	20425767	-	SDC1
chr2	20550013	20551063	-	PUM2
chr2	20646428	20647988	+	RHOB
chr2	20850712	20851173	-	HS1BP3
chr2	20865289	20867589	+	GDF7
chr2	21022564	21022934	-	LDAH
chr2	21266669	21266961	-	APOB
chr2	23607729	23610124	+	KLHL29
chr2	24149256	24150354	-	ATAD2B
chr2	24163185	24163878	+	UBXN2A
chr2	24232680	24233260	+	MFSD2B
chr2	24272582	24273313	+	FKBP1B
chr2	24298969	24299512	+	FAM228B
chr2	24307026	24307678	-	TP53I3
chr2	24345990	24346793	+	FAM228B
chr2	24397645	24398194	+	FAM228A
chr2	24582620	24583611	-	ITSN2
chr2	25015879	25016627	+	CENPO
chr2	25142472	25143689	-	ADCY3
chr2	25194140	25195214	+	DNAJC27-AS1
chr2	25264682	25265727	+	EFR3B
chr2	25391072	25391875	-	POMC
chr2	25427101	25427577	+	LINC01381
chr2	25474757	25475598	-	DNMT3A
chr2	25565091	25565604	-	DNMT3A
chr2	25895902	25896856	-	DTNB
chr2	26100513	26101653	-	ASXL2
chr2	26204554	26205649	-	KIF3C
chr2	26256301	26257567	+	RAB10
chr2	26395416	26395620	+	GAREM2
chr2	26467102	26467946	+	HADHB
chr2	26568408	26569366	+	EPT1
chr2	26624603	26625057	+	DRC1
chr2	26785114	26785687	+	C2orf70
chr2	26915603	26916551	+	KCNK3
chr2	26987030	26987500	+	SLC35F6
chr2	27008760	27009465	+	CENPA
chr2	27070302	27072922	+	DPYSL5
chr2	27193273	27193864	+	MAPRE3
chr2	27255600	27256121	+	TMEM214
chr2	27272846	27273400	-	AGBL5-AS1
chr2	27274165	27274953	+	AGBL5
chr2	27294139	27294915	-	OST4
chr2	27308546	27309770	+	KHK
chr2	27341567	27341923	-	CGREF1
chr2	27346380	27346766	+	ABHD1
chr2	27356980	27357656	-	PREB
chr2	27434432	27435720	+	ATRAID
chr2	27440128	27440786	+	CAD
chr2	27484873	27488189	-	SLC30A3
chr2	27529083	27531465	-	UCN
chr2	27579296	27580135	-	GTF3C2
chr2	27592845	27594099	+	SNX17
chr2	27603350	27604064	-	ZNF513
chr2	27616205	27616440	-	FTH1P3
chr2	27631884	27632822	-	PPM1G
chr2	27651265	27652129	+	NRBP1
chr2	27664939	27665151	+	KRTCAP3
chr2	27712554	27712842	-	IFT172
chr2	27717681	27718337	-	FNDC4
chr2	27805754	27806078	+	ZNF512
chr2	27886259	27887410	+	SLC4A1AP
chr2	27994470	27994944	+	MRPL33
chr2	28113060	28113764	+	BRE
chr2	28612964	28616748	+	FOSL2
chr2	28974212	28975388	+	PPP1CB
chr2	29033351	29034011	+	SPDYA
chr2	29092728	29093439	-	TRMT61B
chr2	29117366	29118025	+	WDR43
chr2	29337983	29338909	+	CLIP4
chr2	30142831	30144624	-	ALK
chr2	30369311	30370921	+	YPEL5
chr2	30453566	30455655	+	LBH
chr2	30669988	30670720	+	LCLAT1
chr2	31360321	31361821	-	GALNT14
chr2	31456740	31457653	+	EHD3
chr2	31805293	31806403	-	SRD5A2
chr2	32234653	32236248	-	MEMO1
chr2	32264802	32265019	-	DPY30
chr2	32288366	32289466	+	SPAST
chr2	32390677	32390948	+	SLC30A6
chr2	32502965	32503471	+	YIPF4
chr2	32581746	32583265	+	BIRC6
chr2	32853007	32853270	+	TTC27
chr2	33171448	33173164	+	LTBP1
chr2	33824310	33824857	-	FAM98A
chr2	33952422	33952684	-	MYADML
chr2	36582397	36584260	+	CRIM1
chr2	36824792	36825305	-	FEZ2
chr2	37193131	37194287	-	STRN
chr2	37311072	37311893	+	GPATCH11
chr2	37383901	37384402	-	EIF2AK2
chr2	37423578	37424361	+	CEBPZOS
chr2	37458398	37459199	+	NDUFAF7
chr2	37571676	37572397	+	QPCT
chr2	37898142	37899830	-	CDC42EP3
chr2	38152131	38152885	+	RMDN2
chr2	38301276	38304518	-	CYP1B1
chr2	38603569	38604510	-	ATL2
chr2	38829103	38830804	-	HNRNPLL
chr2	38977535	38978684	-	SRSF7
chr2	39102805	39103214	+	MORN2
chr2	39186777	39187968	-	LOC375196
chr2	39347251	39348361	-	SOS1
chr2	39663897	39664667	+	LOC728730
chr2	39893121	39893496	+	TMEM178A
chr2	40006090	40006463	-	THUMPD2
chr2	42396301	42396933	+	EML4
chr2	42588072	42588875	-	COX7A2L
chr2	42719784	42722166	+	MTA3
chr2	42795847	42796230	+	MTA3
chr2	43019665	43020509	-	HAAO
chr2	43451445	43454951	+	LINC01126
chr2	43822928	43823370	-	THADA
chr2	43864322	43864956	+	PLEKHH2
chr2	44222741	44223732	-	LRPPRC
chr2	44394983	44396629	+	PPM1B
chr2	44588954	44589358	+	CAMKMT
chr2	45169505	45171884	+	SIX3
chr2	45235511	45237792	-	SIX2
chr2	45838292	45838582	-	SRBD1
chr2	45877178	45879685	+	PRKCE
chr2	46523789	46527140	+	EPAS1
chr2	46707608	46707899	+	TMEM247
chr2	46769471	46769676	+	RHOQ
chr2	46843650	46844332	+	CRIPT
chr2	46925898	46926969	+	SOCS5
chr2	47142466	47143261	+	TTC7A
chr2	47167858	47168978	+	TTC7A
chr2	47402809	47404105	-	CALM2
chr2	47596629	47597256	+	EPCAM
chr2	47630067	47630791	+	MSH2
chr2	47796923	47799166	-	KCNK12
chr2	48009808	48011443	+	MSH6
chr2	48133739	48134052	-	FBXO11
chr2	48541252	48542587	+	FOXN2
chr2	48667559	48668355	+	PPP1R21
chr2	48757211	48757785	+	STON1
chr2	48844751	48844985	+	GTF2A1L
chr2	48982621	48982958	-	LHCGR
chr2	50574045	50574817	-	NRXN1
chr2	53994891	53995169	+	CHAC2
chr2	54013801	54014498	+	ERLEC1
chr2	54086776	54087266	-	GPR75-ASB3
chr2	54197776	54198490	+	ACYP2
chr2	54342634	54343088	+	ACYP2
chr2	54482924	54483434	-	TSPYL6
chr2	54557630	54558039	+	C2orf73
chr2	54682899	54684374	+	SPTBN1
chr2	54785026	54785969	+	SPTBN1
chr2	54950394	54952488	+	EML6
chr2	55276555	55278044	-	RTN4
chr2	55496073	55496565	-	MTIF2
chr2	55509233	55509720	+	PRORSD1P
chr2	55646621	55647329	-	CCDC88A
chr2	55746675	55746999	+	CFAP36
chr2	55844267	55845065	-	PPP4R3B
chr2	55920780	55921143	-	PNPT1
chr2	56150340	56151180	-	EFEMP1
chr2	56410865	56412539	+	CCDC85A
chr2	58273642	58274422	+	VRK2
chr2	58468113	58468632	-	FANCL
chr2	60779445	60779745	-	BCL11A
chr2	60983193	60983870	+	PAPOLG
chr2	61108125	61109016	+	REL
chr2	61292868	61293585	+	KIAA1841
chr2	61404048	61405361	+	AHSA2
chr2	61765406	61766091	-	XPO1
chr2	62080892	62081363	-	FAM161A
chr2	62115445	62115990	-	CCT4
chr2	62422191	62424458	+	B3GNT2
chr2	62732758	62733497	-	TMEM17
chr2	62932595	62933353	+	EHBP1
chr2	63274475	63279430	+	OTX1
chr2	63815200	63816110	+	MDH1
chr2	64067892	64068906	+	UGP2
chr2	64245934	64246893	-	VPS54
chr2	64370888	64371811	-	PELI1
chr2	64681011	64682237	+	LGALSL
chr2	64751141	64752083	+	AFTPH
chr2	64880319	64881868	-	SERTAD2
chr2	65215598	65217212	+	SLC1A4
chr2	65283030	65284169	+	CEP68
chr2	65356735	65357614	-	RAB1A
chr2	65454553	65455444	+	ACTR2
chr2	65657768	65659986	-	SPRED2
chr2	66660452	66660794	-	MEIS1-AS3
chr2	66661118	66661657	+	MEIS1
chr2	67624372	67624844	+	ETAA1
chr2	68384184	68385241	+	PNO1
chr2	68479061	68480040	-	PPP3R1
chr2	68546339	68547111	-	CNRIP1
chr2	68694047	68695097	+	APLF
chr2	69240083	69241004	+	ANTXR1
chr2	69614119	69614616	-	GFPT1
chr2	69664291	69664816	-	NFU1
chr2	69869986	69871716	+	ANXA4
chr2	69968749	69969592	+	ANXA4
chr2	70056599	70057583	+	GMCL1
chr2	70141359	70142939	+	MXD1
chr2	70188511	70188726	-	ASPRV1
chr2	70313200	70315490	+	PCBP1
chr2	70351315	70351550	-	LOC100133985
chr2	70417746	70418310	-	C2orf42
chr2	70475427	70476151	-	TIA1
chr2	70485231	70485679	+	PCYOX1
chr2	70520468	70520999	-	SNRPG
chr2	70528608	70529337	-	FAM136A
chr2	70780049	70781577	-	TGFA
chr2	70994447	70995385	-	ADD2
chr2	71017028	71017976	-	FIGLA
chr2	71114733	71115474	+	LINC01143
chr2	71126720	71129209	+	VAX2
chr2	71205563	71206529	+	ANKRD53
chr2	71221520	71222299	-	TEX261
chr2	71295160	71296002	+	NAGK
chr2	71357187	71357952	+	MPHOSPH10
chr2	71453588	71454318	-	PAIP2B
chr2	71558723	71559525	+	ZNF638
chr2	71680558	71681276	+	DYSF
chr2	71693164	71694127	+	DYSF
chr2	72371121	72375004	-	CYP26B1
chr2	73052637	73053227	-	EXOC6B
chr2	73114219	73114920	+	SPR
chr2	73143055	73148260	+	EMX1
chr2	73297630	73299155	-	SFXN5
chr2	73339292	73340733	-	RAB11FIP5
chr2	73429283	73430647	+	NOTO
chr2	73441313	73441817	+	SMYD5
chr2	73460085	73461867	+	CCT7
chr2	73495920	73496910	-	FBXO41
chr2	73518364	73520986	-	EGR4
chr2	73612655	73613661	+	ALMS1
chr2	73964318	73964677	-	TPRKB
chr2	74006849	74007274	-	DUSP11
chr2	74055941	74056320	+	STAMBP
chr2	74153853	74154281	+	DGUOK
chr2	74374838	74375257	+	BOLA3-AS1
chr2	74405352	74406164	-	MOB1A
chr2	74425444	74426423	+	MTHFD2
chr2	74618753	74619291	-	DCTN1
chr2	74645467	74645750	-	C2orf81
chr2	74648512	74649419	+	WDR54
chr2	74667593	74669403	-	RTKN
chr2	74681969	74682201	+	INO80B-WBP1
chr2	74684565	74685789	+	WBP1
chr2	74691959	74692657	-	MOGS
chr2	74699240	74699909	-	MRPL53
chr2	74709164	74710110	+	TTC31
chr2	74725039	74727038	-	LBX2
chr2	74729399	74731166	+	LBX2-AS1
chr2	74734322	74735273	-	PCGF1
chr2	74740455	74743795	+	TLX2
chr2	74756223	74757930	+	HTRA2
chr2	74776016	74776897	+	DOK1
chr2	74781494	74782685	+	DOK1
chr2	74875128	74875562	-	M1AP
chr2	74881359	74882019	+	SEMA4F
chr2	75185567	75186177	+	POLE4
chr2	75426592	75428030	-	TACR1
chr2	75787129	75787420	-	EVA1A
chr2	75873981	75874420	+	MRPL19
chr2	75937657	75938139	-	GCFC2
chr2	79739696	79740243	+	CTNNA2
chr2	80529677	80530846	-	LRRTM1
chr2	80531367	80531719	+	CTNNA2
chr2	81694322	81694681	-	LOC100507201
chr2	84517714	84517951	+	FUNDC2P2
chr2	84686005	84686751	-	SUCLG1
chr2	84743463	84743685	+	DNAH6
chr2	85107731	85108430	-	TRABD2A
chr2	85131950	85132234	+	TMSB10
chr2	85197445	85199321	+	KCMF1
chr2	85359956	85362593	+	TCF7L1
chr2	85554134	85555414	-	TGOLN2
chr2	85581618	85581963	+	ELMOD3
chr2	85640969	85641259	-	CAPG
chr2	85645343	85645879	+	SH2D6
chr2	85765695	85766983	+	MAT2A
chr2	85788411	85788739	-	GGCX
chr2	85811340	85811855	+	VAMP5
chr2	85822404	85822983	+	RNF181
chr2	85829266	85830237	+	USP39
chr2	85838739	85839285	+	USP39
chr2	85843208	85843677	+	USP39
chr2	85980499	85982198	+	ATOH8
chr2	86115590	86116327	+	ST3GAL5-AS1
chr2	86332659	86333650	+	PTCD3
chr2	86422068	86422858	-	IMMT
chr2	86564242	86565068	-	REEP1
chr2	86667815	86669447	+	KDM3A
chr2	86789974	86790642	-	CHMP3
chr2	86850042	86851178	-	RNF103
chr2	86946401	86948451	+	RMND5A
chr2	87015974	87018182	-	CD8A
chr2	87034658	87034889	-	CD8A
chr2	87088816	87089037	+	ANAPC1P1
chr2	87302522	87304571	-	LOC285074
chr2	88125153	88125434	-	RGPD2
chr2	88354840	88355574	-	KRCC1
chr2	88469691	88470386	+	THNSL2
chr2	88751335	88752865	-	FOXI3
chr2	88926237	88927295	-	EIF2AK3
chr2	88990969	88991587	+	RPIA
chr2	89064493	89065513	+	ANKRD36BP2
chr2	95522598	95524188	-	ANKRD20A8P
chr2	95537196	95537810	+	TEKT4
chr2	95690857	95692431	+	MAL
chr2	95787089	95787951	-	MRPS5
chr2	95824802	95825721	-	ZNF514
chr2	95831157	95831833	+	ZNF2
chr2	96011132	96013197	+	KCNIP3
chr2	96068303	96068840	+	FAHD2A
chr2	96657486	96658496	-	ANKRD36C
chr2	96676160	96676733	+	FAHD2CP
chr2	96700231	96700903	-	GPAT2
chr2	96781406	96782971	-	ADRA2B
chr2	96810443	96811454	-	DUSP2
chr2	96873851	96874824	+	STARD7-AS1
chr2	96930859	96932291	+	CIAO1
chr2	96971125	96971556	-	SNRNP200
chr2	96990857	96991283	+	ITPRIPL1
chr2	97001429	97001898	+	NCAPH
chr2	97173851	97174485	-	NEURL3
chr2	97202313	97203787	+	ARID5A
chr2	97303912	97304387	-	KANSL3
chr2	97405448	97405880	-	LMAN2L
chr2	97426335	97426554	+	CNNM4
chr2	97481356	97483276	+	CNNM3
chr2	97523356	97524186	-	ANKRD39
chr2	97534100	97536270	-	SEMA4C
chr2	97651764	97652441	-	FAM178B
chr2	97760184	97760756	-	FAHD2B
chr2	97778469	97779540	+	ANKRD36
chr2	98206120	98207224	-	ANKRD36B
chr2	98262362	98262924	+	COX5B
chr2	98280063	98280871	-	ACTR1B
chr2	98350984	98351257	+	ZAP70
chr2	98611733	98612944	-	TMEM131
chr2	98703354	98703889	+	VWA3B
chr2	98962873	98964187	+	CNGA3
chr2	99061174	99061848	+	INPP4A
chr2	99224681	99225322	+	UNC50
chr2	99346882	99348177	-	MGAT4A
chr2	99552185	99553831	-	KIAA1211L
chr2	99757355	99758220	+	C2orf15
chr2	99771109	99771637	+	LIPT1
chr2	99797348	99797623	+	MRPL30
chr2	99952488	99954400	+	EIF5B
chr2	100105543	100107158	-	REV1
chr2	100937779	100939059	-	LONRF2
chr2	101033606	101034296	-	CHST10
chr2	101179318	101180081	+	PDCL3
chr2	101434979	101437453	+	NPAS2
chr2	101618247	101618658	+	RPL31
chr2	101767042	101768259	-	TBC1D8
chr2	101869023	101869876	+	CNOT11
chr2	101924364	101925357	+	MIR5696
chr2	102003277	102004187	-	CREG2
chr2	102090370	102091130	-	RFX8
chr2	102313549	102314478	+	MAP4K4
chr2	102758806	102759577	+	IL1R1
chr2	102803672	102804556	+	IL1RL2
chr2	102972118	102972596	+	IL18R1
chr2	103235376	103236554	+	SLC9A2
chr2	103353138	103353414	-	MFSD9
chr2	105468851	105473488	+	POU3F3
chr2	105488368	105489991	-	LINC01159
chr2	105654249	105654771	+	MRPS9
chr2	105858587	105859084	+	GPR45
chr2	105946164	105946773	-	TGFBRAP1
chr2	105953744	105954249	+	C2orf49
chr2	106014878	106015884	-	FHL2
chr2	106361032	106362218	+	NCK2
chr2	106681982	106682403	+	C2orf40
chr2	106809942	106811175	-	UXS1
chr2	107082328	107084936	-	RGPD3
chr2	107502353	107504216	-	ST6GAL2
chr2	108443279	108446501	+	RGPD4
chr2	108602824	108603467	+	SLC5A7
chr2	109065509	109065954	+	GCC2
chr2	109150330	109151301	+	LIMS1
chr2	109335768	109336670	+	RANBP2
chr2	109402907	109403566	+	CCDC138
chr2	109744585	109746833	+	SH3RF3
chr2	110370906	110373301	+	SOWAHC
chr2	110705052	110705960	+	LOC440895
chr2	110744375	110746047	+	LINC01123
chr2	110872945	110873587	-	MALL
chr2	110962400	110962631	-	NPHP1
chr2	111003040	111003908	+	LOC100507334
chr2	111140611	111142283	-	LINC01106
chr2	111333956	111334845	-	RGPD5
chr2	111435318	111435884	-	BUB1
chr2	111489977	111490884	+	ACOXL
chr2	111875206	111880965	+	BCL2L11
chr2	112641337	112641906	-	ANAPC1
chr2	112655491	112655727	+	MERTK
chr2	112811809	112812134	+	TMEM87B
chr2	112895792	112897841	+	FBLN7
chr2	113012108	113012784	-	ZC3H8
chr2	113032793	113033496	+	ZC3H6
chr2	113190115	113191274	-	RGPD8
chr2	113239249	113240584	+	TTL
chr2	113299403	113300284	+	POLR1B
chr2	113341684	113342453	+	CHCHD5
chr2	113403001	113404079	+	SLC20A1
chr2	113521918	113522574	-	CKAP2L
chr2	113993204	113994075	+	PAX8-AS1
chr2	114034594	114036041	-	PAX8
chr2	114195165	114195563	+	CBWD2
chr2	114256775	114258043	+	FOXD4L1
chr2	114299035	114300177	-	PGM5P4-AS1
chr2	114341301	114342298	+	WASH2P
chr2	114384589	114385133	+	RABL2A
chr2	114513712	114514621	-	SLC35F5
chr2	114647669	114648312	+	ACTR3
chr2	114736853	114737689	+	LINC01191
chr2	115918737	115920765	+	DPP10
chr2	118572112	118572627	+	DDX18
chr2	118770859	118771868	-	CCDC93
chr2	118845668	118846170	+	INSIG2
chr2	119605200	119605620	-	EN1
chr2	119914126	119916663	-	C1QL2
chr2	119981079	119981818	+	STEAP3
chr2	120005514	120005756	-	STEAP3-AS1
chr2	120124241	120125287	+	DBI
chr2	120189022	120189765	+	TMEM37
chr2	120281661	120282211	-	SCTR
chr2	120301702	120302455	+	CFAP221
chr2	120436530	120437010	+	TMEM177
chr2	120517066	120518010	+	PTPN4
chr2	120770397	120771151	+	EPB41L5
chr2	120980332	120981451	-	TMEM185B
chr2	121009918	121011228	+	RALB
chr2	121101800	121104534	+	INHBB
chr2	122042066	122043093	-	TFCP2L1
chr2	122287620	122288332	+	RNU4ATAC
chr2	122406398	122407824	+	NIFK-AS1
chr2	122494108	122494494	-	NIFK
chr2	122512987	122513526	+	TSN
chr2	124782252	124783255	+	CNTNAP5
chr2	127413696	127414171	+	GYPC
chr2	127863642	127865288	-	BIN1
chr2	128051347	128051857	-	ERCC3
chr2	128180294	128181381	-	MIR4783
chr2	128283578	128284524	-	IWS1
chr2	128421719	128422182	-	LIMS2
